"","app","category","reviews","installs","type_bin","grupo_edades","genre","size_num_imp","rating_imp","android_ver_imp","ano_act"
"2761","el","FAMILY",6673.4316,396371.74,"0","4+","Casual",41465.92,4.3,4.2,"2014"
"2762","El Chavo","FAMILY",751,10000,"1","4+","Casual",41465.92,4,2.3,"2014"
"2763","Learn English with El Chavo.","FAMILY",6133,100000,"0","4+","Education",7000,4.2,2.3,"2015"
"2764","Learn Math with el Chavo","FAMILY",840,100000,"0","4+","Education",41465.92,4.2,4.1,"2018"
"2765","El Laberinto del Demonio 3D","FAMILY",6673.4316,396371.74,"0","12+","Puzzle",31000,4,2.3,"2015"
"2766","Learn to code with el Chavo","FAMILY",5933,396371.74,"0","4+","Educational",41465.92,3.9,4.1,"2018"
"2767","El Falı","FAMILY",6673.4316,396371.74,"0","4+","Entertainment",16000,4.8,2.3,"2017"
"2768","El Laberinto del Demonio 2","FAMILY",3654,100000,"0","12+","Puzzle",25000,4.1,4,"2017"
"2769","TV Local El Salvador","FAMILY",323,10000,"0","4+","Entertainment",3600,4.3,4,"2018"
"2770","Hangman","FAMILY",6673.4316,396371.74,"0","4+","Puzzle",12000,4.4,4,"2018"
"2771","Explora con el Chavo","FAMILY",0,100000,"0","4+","Educational",4300,4,4,"2018"
"2772","Adivina el cantante de Trap y Reggaeton","GAME",1914,100000,"0","4+","Trivia",24000,4.5,4,"2018"
"2773","Fernanfloo","GAME",6673.4316,396371.74,"0","9+","Arcade",41465.92,4.8,4,"2018"
"2774","OWLIE BOO","FAMILY",834,100000,"0","4+","Puzzle",22000,4.6,4,"2018"
"2775","Adivina el Emoji","GAME",2536,100000,"0","4+","Trivia",32000,4.8,4,"2016"
"2776","The Game of Life","GAME",6673.4316,100000,"1","4+","Board",41465.92,4.4,4.4,"2018"
"2777","Red Hands – 2-Player Games","GAME",6673.4316,396371.74,"0","4+","Action",3000,4.2,4.1,"2018"
"2778","Narcos: Cartel Wars","FAMILY",6673.4316,396371.74,"0","12+","Strategy",41465.92,4.7,4,"2018"
"2779","Get 'Em","GAME",6673.4316,396371.74,"0","9+","Action",21000,4.1,4,"2016"
"2780","Live Hold’em Pro Poker - Free Casino Games","GAME",6673.4316,396371.74,"0","12+","Card",41465.92,4.6,4.4,"2018"
"2781","Beach Shoot Em Up: Head Hunter","GAME",1218,396371.74,"0","9+","Action",15000,4.4,2.3,"2018"
"2782","Connect'Em","FAMILY",6673.4316,396371.74,"0","4+","Puzzle",6800,4.5,2,"2018"
"2783","Stick 'Em Up 2 Starter Edition","GAME",2102,100000,"0","9+","Action",40000,3.8,4,"2015"
"2784","Shoot`Em Down: Shooting game","GAME",6673.4316,396371.74,"0","12+","Action",41465.92,3.9,4.1,"2017"
"2785","Texas Hold’em Poker + | Social","GAME",4416,396371.74,"0","12+","Casino",41465.92,3.5,4,"2017"
"2786","PlayTexas Hold'em Poker Free","GAME",3543,396371.74,"0","12+","Card",30000,3.8,4.1,"2018"
"2787","HAWK – Force of an Arcade Shooter. Shoot 'em up","GAME",6673.4316,396371.74,"0","4+","Arcade",41465.92,4.6,4.1,"2018"
"2788","Shoot Em Down Free","FAMILY",2850,396371.74,"0","4+","Puzzle",39000,3.7,2.3,"2018"
"2789","Game for KIDS: KIDS match'em","FAMILY",6673.4316,396371.74,"0","4+","Education",6900,4.4,2.3,"2016"
"2790","Texas Hold'em Poker","GAME",6673.4316,396371.74,"0","12+","Casino",14000,3.6,4.1,"2017"
"2791","Nuke Em All","FAMILY",2714,396371.74,"0","17+","Casual",41465.92,3.4,4.1,"2017"
"2792","Poker Equity Calculator Pro for No Limit Hold'em","GAME",21,5000,"1","4+","Card",14000,4,5,"2017"
"2793","Poker Live! 3D Texas Hold'em","GAME",6143,100000,"0","12+","Casino",37000,4.3,4,"2018"
"2794","Fun Texas Hold'em Poker","GAME",6673.4316,396371.74,"0","12+","Casino",24000,4.5,4,"2017"
"2795","Elevator Simulator Lift EM ALL","FAMILY",2941,100000,"0","12+","Simulation",28000,4.4,4,"2018"
"2796","Dragonplay™ Poker Texas Holdem","GAME",6673.4316,396371.74,"0","12+","Card",14000,4.5,5,"2018"
"2797","Punch em","GAME",2208,396371.74,"0","4+","Arcade",4400,4.1,4.1,"2018"
"2798","Zynga Poker – Texas Holdem","GAME",6673.4316,396371.74,"0","12+","Casino",41465.92,4.4,4.1,"2018"
"2799","Boyaa Poker (En) – Social Texas Hold’em","GAME",6673.4316,396371.74,"0","12+","Card",41465.92,4.3,4.1,"2018"
"2800","World Series of Poker – WSOP Free Texas Holdem","GAME",6673.4316,396371.74,"0","12+","Card",41465.92,4.5,4.1,"2018"
"2801","Connect'Em Halloween","FAMILY",6673,396371.74,"0","4+","Puzzle",4400,4.5,2,"2016"
"2802","Texas Holdem Poker Pro","GAME",6673.4316,396371.74,"0","12+","Card",26000,4.5,3,"2017"
"2803","Rage Fight of Streets - Beat Em Up Game","GAME",1489,100000,"0","12+","Action",41465.92,4.3,4.1,"2018"
"2804","HANGAME Casino - Baccarat & Texas Hold'em","GAME",6673.4316,396371.74,"0","12+","Casino",41465.92,4.1,4.1,"2018"
"2805","PokerStars Play: Free Texas Holdem Poker Game","GAME",6673.4316,396371.74,"0","12+","Card",41465.92,4.6,4,"2018"
"2806","Texas Holdem Poker","GAME",6673.4316,396371.74,"0","12+","Card",26000,4,3,"2017"
"2807","Big Fish Casino – Play Slots & Vegas Games","GAME",6673.4316,396371.74,"0","12+","Casino",15000,4.4,4,"2018"
"2808","Em Fuga Brasil","FAMILY",1317,100000,"0","4+","Simulation",41465.92,4.5,4.1,"2018"
"2809","TRANSFORMERS: Forged to Fight","GAME",6673.4316,396371.74,"0","9+","Action",41465.92,4.6,4,"2018"
"2810","Texas Holdem & Omaha Poker: Pokerist","GAME",6673.4316,396371.74,"0","12+","Card",28000,4.3,4.1,"2018"
"2811","Governor of Poker 2 - OFFLINE POKER GAME","GAME",6673.4316,396371.74,"0","12+","Card",41465.92,4.3,2.3,"2018"
"2812","Squadron - Bullet Hell Shooter","GAME",6673.4316,396371.74,"0","4+","Arcade",40000,4.2,2.3,"2016"
"2813","Holy Knight EN","FAMILY",6673.4316,396371.74,"0","12+","Role Playing",41000,4,2.3,"2018"
"2814","Hello English: Learn English","FAMILY",6673.4316,396371.74,"0","4+","Education",608,4.6,4.1,"2018"
"2815","English in a Month Free","FAMILY",6577,396371.74,"0","4+","Education",13000,3.8,4.1,"2017"
"2816","Words With Friends – Play Free","GAME",6673.4316,396371.74,"0","4+","Word",40000,4.3,2.3,"2018"
"2817","Learn Body Parts in English","FAMILY",6673.4316,396371.74,"0","4+","Education",41465.92,4,2.3,"2016"
"2818","Edmodo","FAMILY",6673.4316,396371.74,"0","4+","Education",18000,4.1,4,"2018"
"2819","Learn English Daily","FAMILY",6673.4316,396371.74,"0","4+","Education",41465.92,4.5,4,"2018"
"2820","RightNow English Conversation","FAMILY",5118,396371.74,"0","4+","Education",11000,4,2.3,"2018"
"2821","busuu: Learn Languages - Spanish, English & More","FAMILY",6673.4316,396371.74,"0","9+","Education",21000,4.3,5,"2018"
"2822","Classic Words Solo","GAME",6673.4316,396371.74,"0","4+","Word",41465.92,4.4,4.1,"2018"
"2823","English Audio Books - Librivox","FAMILY",6673.4316,396371.74,"0","4+","Education",10000,4,4.1,"2017"
"2824","Learn Top 300 English Words","FAMILY",6673.4316,396371.74,"0","4+","Education",3400,4.7,2.3,"2018"
"2825","Chess Free","GAME",6673.4316,396371.74,"0","4+","Board",15000,4.5,4.1,"2018"
"2826","Kenny e o Cupcake","FAMILY",0,1,"0","4+","Arcade",6700,4,2.1,"2018"
"2827","Masha and the Bear","FAMILY",6673.4316,396371.74,"0","4+","Education",36000,4.4,4.3,"2018"
"2828","Free games: Masha and the Bear","FAMILY",6673.4316,396371.74,"0","4+","Puzzle",41465.92,4.3,4.1,"2018"
"2829","Masha and the Bear- House Cleaning Games for Girls","FAMILY",0,100,"1","4+","Educational",41465.92,4.6,4.1,"2018"
"2830","Masha and the Bear Child Games","FAMILY",6673.4316,396371.74,"0","4+","Adventure",41465.92,4.1,4,"2018"
"2831","Masha and the Bear - Hair Salon and MakeUp Games","FAMILY",1,100,"1","4+","Role Playing",41465.92,4.5,4.1,"2018"
"2832","Masha and Bear: Cooking Dash","FAMILY",6673.4316,396371.74,"0","4+","Role Playing",41465.92,4.3,4.1,"2018"
"2833","Masha and the Bear: Evolution","FAMILY",2062,396371.74,"0","4+","Strategy",41465.92,4.5,4,"2018"
"2834","Masha and the Bear. Games for kids","FAMILY",6231,396371.74,"0","4+","Educational",31000,4.6,4,"2018"
"2835","Masha and The Bear Jam Day Match 3 games for kids","FAMILY",6673.4316,396371.74,"0","4+","Puzzle",41465.92,4.6,4.1,"2018"
"2836","Where's My Water?","FAMILY",6673.4316,396371.74,"1","4+","Puzzle",41465.92,4.7,4.2,"2018"
"2837","Frozen Free Fall","FAMILY",6673.4316,396371.74,"0","4+","Puzzle",37000,4.3,4.2,"2018"
"2838","Urban Car Simulator","FAMILY",6673.4316,396371.74,"0","4+","Simulation",20000,4.2,2.3,"2017"
"2839","Masha and the Bear: House Cleaning Games for Girls","FAMILY",6673.4316,396371.74,"0","4+","Role Playing",41465.92,4.5,4.1,"2018"
"2840","Masha and The Bear Puzzle Game","FAMILY",6673.4316,396371.74,"0","4+","Puzzle",41465.92,4.3,4.1,"2018"
"2841","Masha and the Bear. Educational Games","FAMILY",6673.4316,396371.74,"0","4+","Educational",33000,4.5,4,"2018"
"2842","Sports Car Driving Simulator 2018","GAME",2178,396371.74,"0","4+","Racing",41465.92,4.3,4.1,"2018"
"2843","Masha and the Bear: Good Night!","FAMILY",6673.4316,396371.74,"0","4+","Educational",41465.92,4.6,4.1,"2018"
"2844","Masha and the Bear: Climb Racing and Car Games","FAMILY",2200,396371.74,"0","4+","Racing",41465.92,4.5,4.1,"2018"
"2845","Episode - Choose Your Story","FAMILY",6673.4316,396371.74,"0","12+","Simulation",16000,4.3,4.1,"2018"
"2846","Out There Chronicles - Ep. 1","FAMILY",1516,50000,"1","4+","Role Playing",41465.92,4.4,4.2,"2017"
"2847","EP Spotter","FAMILY",9.00000000000023,500,"0","4+","Entertainment",28000,3.4,4.3,"2016"
"2848","Out There Chronicles - Ep. 2","FAMILY",144,1000,"1","12+","Role Playing",41465.92,4.5,4.2,"2018"
"2849","EP McGuffey Primer","FAMILY",0,50,"1","4+","Education",313,4.3,2.2,"2018"
"2850","EP Radio","FAMILY",3,50,"0","4+","Entertainment",154,5,3,"2018"
"2851","The Great Wobo Escape Ep. 1","GAME",5449,396371.74,"0","9+","Action",20000,4.2,4.1,"2016"
"2852","The Visitor: Ep.2 - Sleepover Slaughter","GAME",5731,396371.74,"0","17+","Adventure",31000,4.3,4.1,"2018"
"2853","Superbrothers Sword & Sworcery","GAME",6673.4316,100000,"1","12+","Adventure",16000,4.4,2.3,"2018"
"2854","EP Music","FAMILY",0,10,"0","4+","Entertainment",11000,3.5,4.1,"2017"
"2855","The Great Wobo Escape Ep.1","FAMILY",11,500,"1","9+","Action",20000,4.3,4.1,"2016"
"2856","The Visitor: Ep.1 - Kitty Cat Carnage","GAME",3017,396371.74,"0","17+","Adventure",39000,4.4,4.3,"2018"
"2857","Dr.Slender Ep 1 Guide (Eng)","GAME",454,10000,"0","12+","Arcade",27000,4,2.3,"2014"
"2858","Decay: The Mare - Ep.1 (Trial)","GAME",5291,100000,"0","12+","Adventure",7200,3.6,2.2,"2014"
"2859","EP Search and Find","FAMILY",20,500,"0","4+","Casual",23000,4,2.3,"2015"
"2860","What's Your Story?™ ft Charmed","FAMILY",6673.4316,396371.74,"0","12+","Role Playing",41465.92,4.1,5,"2018"
"2861","EP Gem Hunter","GAME",79,1000,"0","9+","Action",31000,4.6,2.3,"2016"
"2862","EP Chain Reaction","FAMILY",249,10000,"0","4+","Casual",21000,3.9,2.3,"2016"
"2863","Gate Of Death Ep: 1","GAME",7,100,"0","4+","Adventure",34000,4.4,2.3,"2016"
"2864","Sonic 4™ Episode I","GAME",6673.4316,100000,"1","4+","Arcade",37000,3.7,2.2,"2016"
"2865","Operate Now: Hospital","FAMILY",6673.4316,396371.74,"0","12+","Simulation",41465.92,4.3,4.4,"2018"
"2866","Multi Surgery ER Emergency Hospital : Doctor Game","FAMILY",227,10000,"0","12+","Educational",41465.92,4.1,4,"2018"
"2867","ER Surgery Simulator","FAMILY",6673.4316,396371.74,"0","9+","Casual",41465.92,3.6,4.1,"2018"
"2868","Dentist Surgery ER Emergency Doctor Hospital Games","FAMILY",2580,100000,"0","4+","Simulation",41465.92,3.5,4.1,"2018"
"2869","Eye Transplant : ER Emergency Hospital","FAMILY",1938,396371.74,"0","12+","Educational",41465.92,3.9,4.1,"2018"
"2870","Lifeguard Beach Rescue ER Emergency Hospital Games","FAMILY",519,100000,"0","4+","Simulation",41465.92,3.9,4.1,"2018"
"2871","Hospital ER Emergency Heart Surgery: Doctor Games","FAMILY",1652,100000,"0","4+","Simulation",41465.92,3.8,4.1,"2018"
"2872","Superhero Doctor 2 -ER Surgery","FAMILY",6673.4316,396371.74,"0","9+","Casual",41465.92,4,4,"2017"
"2873","Noot-Noot-er!","FAMILY",74,5000,"0","4+","Entertainment",2800,4.5,4,"2017"
"2874","Doctor X - ER On Wheels","FAMILY",6673.4316,396371.74,"0","4+","Casual",41465.92,3.6,4.1,"2018"
"2875","Foot Surgery Hospital Simulator: ER Doctor Games","FAMILY",314,100000,"0","4+","Casual",28000,3.9,5.1,"2018"
"2876","ER Heart Surgery - Emergency Simulator Game","FAMILY",429,100000,"0","4+","Educational",40000,4.3,4.1,"2018"
"2877","Pregnant Mom ER Emergency Doctor Hospital Games","FAMILY",325,50000,"0","4+","Educational",27000,4,4.1,"2018"
"2878","Plastic Surgery Surgeon Simulator Er Doctor Games","FAMILY",3482,396371.74,"0","4+","Casual",37000,3.7,4.4,"2018"
"2879","Shoulder Surgery ER Emergency Doctor Game","FAMILY",55,10000,"0","12+","Educational",41465.92,3.9,4,"2017"
"2880","Superhero Doctor 3 ER Surgery","FAMILY",2801,396371.74,"0","4+","Casual",41465.92,4.2,4,"2017"
"2881","Mom Doctor ER Emergency Family Game","FAMILY",173,10000,"0","4+","Educational",41465.92,3.5,4.1,"2018"
"2882","ER Blood Draw Doctor & Surgeon","FAMILY",154,50000,"0","12+","Educational",41465.92,4,4,"2018"
"2883","ER Emergency Hospital - Brain, Knee, Eye Surgery","FAMILY",25,1000,"0","12+","Educational",41000,3.8,2.3,"2017"
"2884","Super Doctor 1-Pregnant Mom ER Surgery Simulator","FAMILY",290,10000,"0","12+","Role Playing",41465.92,4.1,4.3,"2018"
"2885","Multi Surgery Hospital Pro: Virtual Doctor ER Game","FAMILY",23,1000,"0","12+","Casual",33000,4.2,4.1,"2018"
"2886","Clumsy Santa ER Surgery","FAMILY",214,100000,"0","12+","Casual",41465.92,4.1,4,"2016"
"2887","Little Eye Surgery Simulator - ER Doctor Game","FAMILY",12,1000,"0","12+","Casual",19000,4.4,2.3,"2018"
"2888","Spinal Cord Surgery Doctor: Operation ER surgery","FAMILY",52,10000,"0","9+","Role Playing",32000,3.7,4.1,"2018"
"2889","ER Neck Surgery: Hospital Christmas Emergency","FAMILY",11,5000,"0","9+","Role Playing",30000,3.9,4.1,"2017"
"2890","Super Doctor 2 - My Newborn Baby ER Injection","FAMILY",54,1000,"0","12+","Role Playing",41465.92,4.7,4.3,"2018"
"2891","Virtual Brain Surgery Simulator : Kid ER Emergency","FAMILY",20,5000,"0","12+","Educational",41465.92,3.8,4,"2018"
"2892","Crazy ER Open Heart Surgery Simulator","FAMILY",2936,396371.74,"0","4+","Simulation",41465.92,4,4,"2017"
"2893","ER Injection Simulator: Blood Test Doctor Hospital","FAMILY",3263,396371.74,"0","9+","Role Playing",41465.92,4.2,4.1,"2018"
"2894","Kids Doctor ER Emergency Rescue Kids Hospital Game","FAMILY",515,100000,"0","4+","Simulation",41465.92,3.8,4.1,"2018"
"2895","Heart Surgery Doctor - ER Emergency Game","FAMILY",2510,396371.74,"0","9+","Educational",41465.92,3.9,4.1,"2018"
"2896","Virtual Mom Surgery Doctor : ER Emergency Hospital","FAMILY",1130,100000,"0","12+","Educational",41465.92,4,4,"2018"
"2897","ER Doctor Kids Emergency Room","FAMILY",4798,396371.74,"0","12+","Casual",30000,3.1,4,"2018"
"2898","Blood Injection : ER Emergency Doctor ER injection","FAMILY",246,50000,"0","12+","Casual",35000,3.5,2.3,"2016"
"2899","Doctor Games For Girls - Hospital ER","FAMILY",51.0000000000002,5000,"0","4+","Casual",39000,4.5,4.1,"2018"
"2900","Open Heart Surgery Hospital ER: Crazy Doctor Sim","FAMILY",7,1000,"0","12+","Casual",25000,4.7,4.1,"2018"
"2901","Hand Doctor Games ER Surgery Simulator","FAMILY",120,10000,"0","4+","Casual",32000,4.1,4.1,"2018"
"2902","ER Doctor City Emergency - Surgery City Doc FREE","FAMILY",1909,100000,"0","12+","Educational",41465.92,3.9,4,"2018"
"2903","ER Hospital Simulator","FAMILY",286,100000,"0","4+","Simulation",41465.92,4,4,"2018"
"2904","Nose Surgery ER Simulator Lite","FAMILY",269,50000,"0","12+","Educational",39000,3.1,4,"2017"
"2905","The NBC App - Watch Live TV and Full Episodes","FAMILY",6673.4316,396371.74,"0","12+","Entertainment",17000,4.1,4.1,"2018"
"2906","Scanner Radio - Fire and Police Scanner","FAMILY",6673.4316,396371.74,"0","4+","Entertainment",8800,4.4,4.1,"2018"
"2907","Ankle Surgery ER Emergency","FAMILY",6673.4316,396371.74,"0","12+","Educational",29000,3.3,2.3,"2016"
"2908","YEBIS OpenGL ES 3.0 Tech Demo","FAMILY",380,10000,"0","4+","Entertainment",6700,4.6,4.3,"2014"
"2909","Advanced calculator fx 991 es plus & 991 ms plus","FAMILY",6673.4316,396371.74,"0","4+","Education",9200,4.7,4,"2018"
"2910","Castle Clash: Epic Empire ES","FAMILY",6673.4316,396371.74,"0","9+","Strategy",24000,4.6,4.1,"2018"
"2911","School scientific calculator fx 500 es plus 500 ms","FAMILY",1553,100000,"0","4+","Education",9200,4.6,4,"2018"
"2912","Esto Es Guerra TVN","FAMILY",1303,100000,"0","4+","Entertainment",13000,4.5,4.1,"2018"
"2913","HBO NOW: Stream TV & Movies","FAMILY",6673.4316,396371.74,"0","12+","Entertainment",11000,3.9,4.1,"2018"
"2914","Lire avec Sami et Julie","FAMILY",569,100000,"0","4+","Educational",18000,3.6,2.2,"2014"
"2915","Lettre et demande d'emploi","FAMILY",302,100000,"0","4+","Education",9900,4.6,4,"2018"
"2916","Blagues et Histoires Drôles","FAMILY",859,100000,"0","12+","Entertainment",5300,3.9,4.1,"2017"
"2917","Lettre de motivation et CV","FAMILY",979,100000,"0","4+","Education",9900,4.3,4,"2018"
"2918","Google Arts & Culture","FAMILY",6673.4316,396371.74,"0","4+","Education",41465.92,3.7,4.4,"2018"
"2919","Empires and Allies","FAMILY",6673.4316,396371.74,"0","9+","Strategy",4600,4.3,4.1,"2018"
"2920","Beauty and the Beast","FAMILY",6673.4316,396371.74,"0","4+","Puzzle",31000,4.4,4.2,"2018"
"2921","Learn Italian with MosaLingua","FAMILY",1719,50000,"1","12+","Education",22000,4.7,4.1,"2018"
"2922","Oggy","GAME",6673.4316,396371.74,"0","4+","Arcade",41465.92,4.5,4,"2017"
"2923","Pocket Mortys","FAMILY",6673.4316,396371.74,"0","4+","Simulation",41465.92,4.5,4.1,"2018"
"2924","Voice changer with effects","FAMILY",6673.4316,396371.74,"0","4+","Entertainment",8700,4.2,4.1,"2018"
"2925","European Union Simulator","FAMILY",688,50000,"0","4+","Simulation",26000,3.6,4,"2016"
"2926","The EU Relocation Programme","FAMILY",27,1000,"0","4+","Education",12000,2.9,4,"2016"
"2927","EU in the World","FAMILY",8,100,"0","4+","Entertainment",7200,3.2,4.1,"2018"
"2928","My EU","FAMILY",4.00000000000023,100,"0","4+","Education",13000,3.8,4.1,"2017"
"2929","Invasion: Defend EU","GAME",7,50,"0","4+","Arcade",20000,4.5,2.3,"2017"
"2930","R-EU-READY","GAME",13,500,"0","4+","Trivia",16000,4.1,2.2,"2016"
"2931","Speed Racing Ultimate 2","GAME",6673.4316,396371.74,"0","9+","Racing",6700,4.1,2.2,"2018"
"2932","TAXLANDIA","FAMILY",141,1000,"0","4+","Educational",41465.92,1.9,4.3,"2018"
"2933","Invasive Alien Species Europe","FAMILY",13,1000,"0","4+","Education",13000,4.5,4.4,"2017"
"2934","Countries of the European Union (Quiz)","GAME",11,100,"0","4+","Trivia",7000,4.6,5,"2018"
"2935","I Know Stuff","GAME",6673.4316,396371.74,"0","4+","Trivia",16000,4.2,4.1,"2018"
"2936","EU WHO War","FAMILY",0,50,"0","4+","Education",1200,3.1,3,"2013"
"2937","Brexit EU","FAMILY",7,500,"0","4+","Casual",7500,4.4,2.3,"2016"
"2938","daskal.eu","FAMILY",5,50,"0","4+","Education",15000,5,4.4,"2017"
"2939","IF YOU TO EU PEGO","FAMILY",3,100,"1","4+","Entertainment",2100,4.8,2.1,"2012"
"2940","Going Abroad","FAMILY",606,50000,"0","9+","Educational",41465.92,3,4,"2016"
"2941","Strawberry Shortcake Ice Cream Island","FAMILY",6673.4316,396371.74,"0","4+","Casual",15000,4.2,4.1,"2017"
"2942","Builder Craft: House Building & Exploration","FAMILY",6673.4316,396371.74,"0","9+","Simulation",41465.92,4.2,4.1,"2017"
"2943","AÖF Ev İdaresi 1. Sınıf","FAMILY",2,1000,"0","4+","Education",11000,3.5,4.1,"2018"
"2944","EV Bon Dictionary","FAMILY",11,500,"0","4+","Education",16000,4.4,4,"2017"
"2945","German Vocabulary Trainer","FAMILY",1218,100000,"0","4+","Education",1000,3.3,2.1,"2012"
"2946","REV Robotic Enhance Vehicles","FAMILY",2558,100000,"0","4+","Entertainment",41465.92,4.4,4.4,"2018"
"2947","Electric Car Taxi Driver: NY City Cab Taxi Games","FAMILY",5886,396371.74,"0","4+","Simulation",41465.92,4,4,"2018"
"2948","Home Decoration Game","FAMILY",6673.4316,396371.74,"0","4+","Casual",19000,4,4,"2018"
"2949","PokeType - Dex","FAMILY",6673.4316,396371.74,"0","4+","Entertainment",33000,4.6,4.1,"2018"
"2950","Survival Forest : Survivor Home Builder","FAMILY",6673.4316,396371.74,"0","12+","Simulation",41465.92,3.6,4,"2018"
"2951","Doll House Design & Decoration 2: Girls House Game","FAMILY",2338,100000,"0","4+","Simulation",41465.92,3.9,4.1,"2018"
"2952","Lux Home Decorating Room Games","FAMILY",1518,100000,"0","4+","Casual",29000,4,4.1,"2017"
"2953","Design Home","FAMILY",6673.4316,396371.74,"0","4+","Simulation",41465.92,4.4,4.2,"2018"
"2954","PeopleTV - Watch Celebrity News","FAMILY",2223,100000,"0","12+","Entertainment",8600,4.3,4.1,"2018"
"2955","Water Surfer Racing In Moto","GAME",2233,396371.74,"0","4+","Racing",36000,4.3,2.3,"2018"
"2956","Ew, the small alien","GAME",5,10,"0","4+","Adventure",5200,4.7,2.3,"2017"
"2957","European War 6: 1804","FAMILY",1330,10000,"1","12+","Strategy",41465.92,4.2,4.4,"2018"
"2958","XCOM®: Enemy Within","FAMILY",6673.4316,100000,"1","17+","Strategy",21000,4.2,4,"2017"
"2959","Mobile Strike","FAMILY",6673.4316,396371.74,"0","9+","Strategy",41465.92,3.9,4.1,"2018"
"2960","European War 5:Empire","FAMILY",6673.4316,100000,"0","9+","Strategy",41465.92,3.8,4,"2018"
"2961","Rescue Robots Survival Games","GAME",6673.4316,396371.74,"0","12+","Action",41465.92,4,4.1,"2018"
"2962","Raytheon F-16 EW 360 VR","FAMILY",6,500,"0","4+","Entertainment",22000,4.5,4.4,"2017"
"2963","Pregnant Emergency Surgery","FAMILY",6673.4316,396371.74,"0","4+","Casual",34000,3.8,4,"2017"
"2964","Food Network","FAMILY",6673.4316,396371.74,"0","12+","Entertainment",2300,4.1,4,"2018"
"2965","TRANSFORMERS: Earth Wars","FAMILY",6673.4316,396371.74,"0","4+","Strategy",41465.92,4.5,4.2,"2018"
"2966","No Pimple - Fun games","FAMILY",6673.4316,396371.74,"0","12+","Casual",16000,3.3,2.3,"2016"
